"STATISTIC","Statistic Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM03C1","Total Sunshine Hours","201511","2015M11","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201511","2015M11","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201511","2015M11","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201511","2015M11","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201511","2015M11","015","Shannon airport","Number","57.3"
"MTM03C1","Total Sunshine Hours","201512","2015M12","001","Belmullet","Number","19.8"
"MTM03C1","Total Sunshine Hours","201512","2015M12","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","003","Valentia Observatory","Number","19.8"
"MTM03C1","Total Sunshine Hours","201512","2015M12","004","Casement","Number","35"
"MTM03C1","Total Sunshine Hours","201512","2015M12","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","007","Cork airport","Number","24.2"
"MTM03C1","Total Sunshine Hours","201512","2015M12","008","Dublin airport","Number","48.1"
"MTM03C1","Total Sunshine Hours","201512","2015M12","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201512","2015M12","015","Shannon airport","Number","32.9"
"MTM03C1","Total Sunshine Hours","201601","2016M01","001","Belmullet","Number","37.2"
"MTM03C1","Total Sunshine Hours","201601","2016M01","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","004","Casement","Number","56.4"
"MTM03C1","Total Sunshine Hours","201601","2016M01","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","007","Cork airport","Number","41.5"
"MTM03C1","Total Sunshine Hours","201601","2016M01","008","Dublin airport","Number","66.3"
"MTM03C1","Total Sunshine Hours","201601","2016M01","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201601","2016M01","015","Shannon airport","Number","47.7"
"MTM03C1","Total Sunshine Hours","201602","2016M02","001","Belmullet","Number","77.7"
"MTM03C1","Total Sunshine Hours","201602","2016M02","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","004","Casement","Number","66.7"
"MTM03C1","Total Sunshine Hours","201602","2016M02","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","007","Cork airport","Number","85.3"
"MTM03C1","Total Sunshine Hours","201602","2016M02","008","Dublin airport","Number","79.8"
"MTM03C1","Total Sunshine Hours","201602","2016M02","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201602","2016M02","015","Shannon airport","Number","75.7"
"MTM03C1","Total Sunshine Hours","201603","2016M03","001","Belmullet","Number","129"
"MTM03C1","Total Sunshine Hours","201603","2016M03","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","004","Casement","Number","104.5"
"MTM03C1","Total Sunshine Hours","201603","2016M03","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","007","Cork airport","Number","96.7"
"MTM03C1","Total Sunshine Hours","201603","2016M03","008","Dublin airport","Number","121.8"
"MTM03C1","Total Sunshine Hours","201603","2016M03","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201603","2016M03","015","Shannon airport","Number","116.6"
"MTM03C1","Total Sunshine Hours","201604","2016M04","001","Belmullet","Number","168"
"MTM03C1","Total Sunshine Hours","201604","2016M04","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","004","Casement","Number","135.3"
"MTM03C1","Total Sunshine Hours","201604","2016M04","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","007","Cork airport","Number","174.9"
"MTM03C1","Total Sunshine Hours","201604","2016M04","008","Dublin airport","Number","148.2"
"MTM03C1","Total Sunshine Hours","201604","2016M04","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201604","2016M04","015","Shannon airport","Number","181.2"
"MTM03C1","Total Sunshine Hours","201605","2016M05","001","Belmullet","Number","234.7"
"MTM03C1","Total Sunshine Hours","201605","2016M05","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","004","Casement","Number","216.1"
"MTM03C1","Total Sunshine Hours","201605","2016M05","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","007","Cork airport","Number","204.3"
"MTM03C1","Total Sunshine Hours","201605","2016M05","008","Dublin airport","Number","209.3"
"MTM03C1","Total Sunshine Hours","201605","2016M05","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201605","2016M05","015","Shannon airport","Number","224.1"
"MTM03C1","Total Sunshine Hours","201606","2016M06","001","Belmullet","Number","144"
"MTM03C1","Total Sunshine Hours","201606","2016M06","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","004","Casement","Number","142.2"
"MTM03C1","Total Sunshine Hours","201606","2016M06","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","007","Cork airport","Number","177.9"
"MTM03C1","Total Sunshine Hours","201606","2016M06","008","Dublin airport","Number","142.8"
"MTM03C1","Total Sunshine Hours","201606","2016M06","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201606","2016M06","015","Shannon airport","Number","159.9"
"MTM03C1","Total Sunshine Hours","201607","2016M07","001","Belmullet","Number","95.8"
"MTM03C1","Total Sunshine Hours","201607","2016M07","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","004","Casement","Number","159"
"MTM03C1","Total Sunshine Hours","201607","2016M07","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","007","Cork airport","Number","131.8"
"MTM03C1","Total Sunshine Hours","201607","2016M07","008","Dublin airport","Number","128.3"
"MTM03C1","Total Sunshine Hours","201607","2016M07","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201607","2016M07","015","Shannon airport","Number","102.6"
"MTM03C1","Total Sunshine Hours","201608","2016M08","001","Belmullet","Number","99.2"
"MTM03C1","Total Sunshine Hours","201608","2016M08","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","004","Casement","Number","157.8"
"MTM03C1","Total Sunshine Hours","201608","2016M08","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","007","Cork airport","Number","146.6"
"MTM03C1","Total Sunshine Hours","201608","2016M08","008","Dublin airport","Number","137.3"
"MTM03C1","Total Sunshine Hours","201608","2016M08","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201608","2016M08","015","Shannon airport","Number","128.3"
"MTM03C1","Total Sunshine Hours","201609","2016M09","001","Belmullet","Number","92.1"
"MTM03C1","Total Sunshine Hours","201609","2016M09","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","004","Casement","Number","107.7"
"MTM03C1","Total Sunshine Hours","201609","2016M09","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","007","Cork airport","Number","68.4"
"MTM03C1","Total Sunshine Hours","201609","2016M09","008","Dublin airport","Number","112.5"
"MTM03C1","Total Sunshine Hours","201609","2016M09","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201609","2016M09","015","Shannon airport","Number","85.2"
"MTM03C1","Total Sunshine Hours","201610","2016M10","001","Belmullet","Number","88"
"MTM03C1","Total Sunshine Hours","201610","2016M10","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","004","Casement","Number","100.8"
"MTM03C1","Total Sunshine Hours","201610","2016M10","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","007","Cork airport","Number","93.3"
"MTM03C1","Total Sunshine Hours","201610","2016M10","008","Dublin airport","Number","107.6"
"MTM03C1","Total Sunshine Hours","201610","2016M10","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201610","2016M10","015","Shannon airport","Number","83.4"
"MTM03C1","Total Sunshine Hours","201611","2016M11","001","Belmullet","Number","67.5"
"MTM03C1","Total Sunshine Hours","201611","2016M11","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","004","Casement","Number","87"
"MTM03C1","Total Sunshine Hours","201611","2016M11","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","007","Cork airport","Number","116.1"
"MTM03C1","Total Sunshine Hours","201611","2016M11","008","Dublin airport","Number","97.5"
"MTM03C1","Total Sunshine Hours","201611","2016M11","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201611","2016M11","015","Shannon airport","Number","83.1"
"MTM03C1","Total Sunshine Hours","201612","2016M12","001","Belmullet","Number","36.6"
"MTM03C1","Total Sunshine Hours","201612","2016M12","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","004","Casement","Number","57"
"MTM03C1","Total Sunshine Hours","201612","2016M12","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","007","Cork airport","Number","35.7"
"MTM03C1","Total Sunshine Hours","201612","2016M12","008","Dublin airport","Number","60.5"
"MTM03C1","Total Sunshine Hours","201612","2016M12","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201612","2016M12","015","Shannon airport","Number","62.6"
"MTM03C1","Total Sunshine Hours","201701","2017M01","001","Belmullet","Number","55.8"
"MTM03C1","Total Sunshine Hours","201701","2017M01","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","004","Casement","Number","59.5"
"MTM03C1","Total Sunshine Hours","201701","2017M01","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","007","Cork airport","Number","70.1"
"MTM03C1","Total Sunshine Hours","201701","2017M01","008","Dublin airport","Number","57.4"
"MTM03C1","Total Sunshine Hours","201701","2017M01","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201701","2017M01","015","Shannon airport","Number","68.8"
"MTM03C1","Total Sunshine Hours","201702","2017M02","001","Belmullet","Number","47"
"MTM03C1","Total Sunshine Hours","201702","2017M02","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","004","Casement","Number","51.2"
"MTM03C1","Total Sunshine Hours","201702","2017M02","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","007","Cork airport","Number","60.2"
"MTM03C1","Total Sunshine Hours","201702","2017M02","008","Dublin airport","Number","51.2"
"MTM03C1","Total Sunshine Hours","201702","2017M02","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201702","2017M02","015","Shannon airport","Number","51.5"
"MTM03C1","Total Sunshine Hours","201703","2017M03","001","Belmullet","Number","136.1"
"MTM03C1","Total Sunshine Hours","201703","2017M03","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","004","Casement","Number","116.6"
"MTM03C1","Total Sunshine Hours","201703","2017M03","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","007","Cork airport","Number","107.3"
"MTM03C1","Total Sunshine Hours","201703","2017M03","008","Dublin airport","Number","127.7"
"MTM03C1","Total Sunshine Hours","201703","2017M03","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201703","2017M03","015","Shannon airport","Number","122.5"
"MTM03C1","Total Sunshine Hours","201704","2017M04","001","Belmullet","Number","82.5"
"MTM03C1","Total Sunshine Hours","201704","2017M04","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","004","Casement","Number","104.1"
"MTM03C1","Total Sunshine Hours","201704","2017M04","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","007","Cork airport","Number","108.3"
"MTM03C1","Total Sunshine Hours","201704","2017M04","008","Dublin airport","Number","99"
"MTM03C1","Total Sunshine Hours","201704","2017M04","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201704","2017M04","015","Shannon airport","Number","113.4"
"MTM03C1","Total Sunshine Hours","201705","2017M05","001","Belmullet","Number","266.6"
"MTM03C1","Total Sunshine Hours","201705","2017M05","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","004","Casement","Number","231.9"
"MTM03C1","Total Sunshine Hours","201705","2017M05","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","007","Cork airport","Number","183.5"
"MTM03C1","Total Sunshine Hours","201705","2017M05","008","Dublin airport","Number","224.4"
"MTM03C1","Total Sunshine Hours","201705","2017M05","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201705","2017M05","015","Shannon airport","Number","204"
"MTM03C1","Total Sunshine Hours","201706","2017M06","001","Belmullet","Number","96.3"
"MTM03C1","Total Sunshine Hours","201706","2017M06","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","004","Casement","Number","162.9"
"MTM03C1","Total Sunshine Hours","201706","2017M06","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","007","Cork airport","Number","192.6"
"MTM03C1","Total Sunshine Hours","201706","2017M06","008","Dublin airport","Number","161.4"
"MTM03C1","Total Sunshine Hours","201706","2017M06","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201706","2017M06","015","Shannon airport","Number","140.1"
"MTM03C1","Total Sunshine Hours","201707","2017M07","001","Belmullet","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","004","Casement","Number","180.4"
"MTM03C1","Total Sunshine Hours","201707","2017M07","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","007","Cork airport","Number","181.4"
"MTM03C1","Total Sunshine Hours","201707","2017M07","008","Dublin airport","Number","169"
"MTM03C1","Total Sunshine Hours","201707","2017M07","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201707","2017M07","015","Shannon airport","Number","138"
"MTM03C1","Total Sunshine Hours","201708","2017M08","001","Belmullet","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","004","Casement","Number","157.2"
"MTM03C1","Total Sunshine Hours","201708","2017M08","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","007","Cork airport","Number","130.2"
"MTM03C1","Total Sunshine Hours","201708","2017M08","008","Dublin airport","Number","120.6"
"MTM03C1","Total Sunshine Hours","201708","2017M08","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201708","2017M08","015","Shannon airport","Number","123.7"
"MTM03C1","Total Sunshine Hours","201709","2017M09","001","Belmullet","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","004","Casement","Number","126.9"
"MTM03C1","Total Sunshine Hours","201709","2017M09","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","007","Cork airport","Number","135.3"
"MTM03C1","Total Sunshine Hours","201709","2017M09","008","Dublin airport","Number","129.3"
"MTM03C1","Total Sunshine Hours","201709","2017M09","009","Galway","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","010","Kilkenny","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","011","Malin head","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","012","Mullingar","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","013","Roches Point","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","014","Rosslare","Number",""
"MTM03C1","Total Sunshine Hours","201709","2017M09","015","Shannon airport","Number","123.6"
"MTM03C1","Total Sunshine Hours","201710","2017M10","001","Belmullet","Number","54.3"
"MTM03C1","Total Sunshine Hours","201710","2017M10","002","Birr","Number",""
"MTM03C1","Total Sunshine Hours","201710","2017M10","003","Valentia Observatory","Number",""
"MTM03C1","Total Sunshine Hours","201710","2017M10","004","Casement","Number","70.1"
"MTM03C1","Total Sunshine Hours","201710","2017M10","005","Claremorris","Number",""
"MTM03C1","Total Sunshine Hours","201710","2017M10","006","Clones","Number",""
"MTM03C1","Total Sunshine Hours","201710","2017M10","007","Cork airport","Number","50.5"
