STATISTIC,Statistic Label,Month,month_date,Meteorological Weather Station,UNIT,VALUE,latitude,longitude
MTM03C1,Total Sunshine Hours,1959M06,1959-06-01,Malin head,Number,207.00,55.385,-7.378
MTM03C1,Total Sunshine Hours,1959M06,1959-06-01,Mullingar,Number,234.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1959M06,1959-06-01,Roches Point,Number,271.60,51.785,-8.252
MTM03C1,Total Sunshine Hours,1959M06,1959-06-01,Rosslare,Number,301.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1959M06,1959-06-01,Shannon airport,Number,220.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Belmullet,Number,129.80,54.226,-9.992
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Birr,Number,171.00,53.095,-7.902
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Valentia Observatory,Number,168.80,51.936,-10.244
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Claremorris,Number,114.70,53.719,-9.006
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Clones,Number,136.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Dublin airport,Number,191.60,53.421,-6.270
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Kilkenny,Number,190.20,52.651,-7.256
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Malin head,Number,104.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Mullingar,Number,169.80,53.525,-7.340
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Roches Point,Number,214.00,51.785,-8.252
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Rosslare,Number,256.30,52.261,-6.331
MTM03C1,Total Sunshine Hours,1959M07,1959-07-01,Shannon airport,Number,172.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Belmullet,Number,110.00,54.226,-9.992
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Birr,Number,150.20,53.095,-7.902
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Valentia Observatory,Number,180.80,51.936,-10.244
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Claremorris,Number,100.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Clones,Number,113.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Dublin airport,Number,189.60,53.421,-6.270
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Kilkenny,Number,171.10,52.651,-7.256
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Malin head,Number,132.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Mullingar,Number,133.10,53.525,-7.340
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Roches Point,Number,192.80,51.785,-8.252
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Rosslare,Number,239.50,52.261,-6.331
MTM03C1,Total Sunshine Hours,1959M08,1959-08-01,Shannon airport,Number,148.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Belmullet,Number,175.40,54.226,-9.992
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Birr,Number,168.80,53.095,-7.902
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Valentia Observatory,Number,163.60,51.936,-10.244
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Claremorris,Number,128.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Clones,Number,122.90,54.195,-7.234
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Dublin airport,Number,181.20,53.421,-6.270
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Kilkenny,Number,165.20,52.651,-7.256
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Malin head,Number,153.80,55.385,-7.378
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Mullingar,Number,154.60,53.525,-7.340
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Roches Point,Number,192.30,51.785,-8.252
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Rosslare,Number,219.50,52.261,-6.331
MTM03C1,Total Sunshine Hours,1959M09,1959-09-01,Shannon airport,Number,165.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Belmullet,Number,93.10,54.226,-9.992
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Birr,Number,124.50,53.095,-7.902
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Valentia Observatory,Number,94.20,51.936,-10.244
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Claremorris,Number,89.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Clones,Number,98.70,54.195,-7.234
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Dublin airport,Number,132.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Kilkenny,Number,119.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Malin head,Number,98.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Mullingar,Number,122.50,53.525,-7.340
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Roches Point,Number,106.00,51.785,-8.252
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Rosslare,Number,134.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1959M10,1959-10-01,Shannon airport,Number,101.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Belmullet,Number,65.20,54.226,-9.992
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Birr,Number,70.50,53.095,-7.902
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Valentia Observatory,Number,66.70,51.936,-10.244
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Claremorris,Number,59.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Clones,Number,62.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Dublin airport,Number,79.80,53.421,-6.270
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Kilkenny,Number,59.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Malin head,Number,72.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Mullingar,Number,79.80,53.525,-7.340
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Roches Point,Number,72.90,51.785,-8.252
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Rosslare,Number,73.30,52.261,-6.331
MTM03C1,Total Sunshine Hours,1959M11,1959-11-01,Shannon airport,Number,64.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Belmullet,Number,27.50,54.226,-9.992
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Birr,Number,48.40,53.095,-7.902
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Valentia Observatory,Number,43.20,51.936,-10.244
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Claremorris,Number,34.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Clones,Number,37.60,54.195,-7.234
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Dublin airport,Number,54.90,53.421,-6.270
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Kilkenny,Number,59.00,52.651,-7.256
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Malin head,Number,29.00,55.385,-7.378
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Mullingar,Number,54.10,53.525,-7.340
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Roches Point,Number,62.80,51.785,-8.252
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Rosslare,Number,64.50,52.261,-6.331
MTM03C1,Total Sunshine Hours,1959M12,1959-12-01,Shannon airport,Number,41.20,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Belmullet,Number,61.50,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Birr,Number,68.60,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Valentia Observatory,Number,67.10,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Claremorris,Number,62.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Clones,Number,50.30,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Dublin airport,Number,54.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Kilkenny,Number,68.80,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Malin head,Number,42.30,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Mullingar,Number,68.60,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Roches Point,Number,70.40,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Rosslare,Number,66.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M01,1960-01-01,Shannon airport,Number,61.60,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Belmullet,Number,105.60,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Birr,Number,106.80,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Valentia Observatory,Number,100.40,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Claremorris,Number,108.90,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Clones,Number,103.00,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Dublin airport,Number,109.00,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Kilkenny,Number,111.10,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Malin head,Number,109.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Mullingar,Number,120.10,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Roches Point,Number,107.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Rosslare,Number,107.40,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M02,1960-02-01,Shannon airport,Number,100.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Belmullet,Number,98.10,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Birr,Number,61.60,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Valentia Observatory,Number,90.40,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Claremorris,Number,56.60,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Clones,Number,57.30,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Dublin airport,Number,55.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Kilkenny,Number,54.40,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Malin head,Number,84.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Mullingar,Number,59.60,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Roches Point,Number,69.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Rosslare,Number,75.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M03,1960-03-01,Shannon airport,Number,73.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Belmullet,Number,175.00,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Birr,Number,130.00,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Valentia Observatory,Number,178.80,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Claremorris,Number,134.70,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Clones,Number,145.30,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Dublin airport,Number,176.50,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Kilkenny,Number,172.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Malin head,Number,169.10,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Mullingar,Number,153.50,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Roches Point,Number,206.10,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Rosslare,Number,203.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M04,1960-04-01,Shannon airport,Number,139.30,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Belmullet,Number,198.40,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Birr,Number,183.30,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Valentia Observatory,Number,165.70,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Claremorris,Number,170.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Clones,Number,182.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Dublin airport,Number,210.90,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Kilkenny,Number,194.90,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Malin head,Number,216.20,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Mullingar,Number,188.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Roches Point,Number,197.80,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Rosslare,Number,239.90,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M05,1960-05-01,Shannon airport,Number,172.50,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Belmullet,Number,220.60,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Birr,Number,199.80,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Valentia Observatory,Number,205.30,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Claremorris,Number,182.80,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Clones,Number,206.70,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Dublin airport,Number,241.60,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Kilkenny,Number,206.20,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Malin head,Number,223.30,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Mullingar,Number,227.70,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Roches Point,Number,226.30,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Rosslare,Number,251.00,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M06,1960-06-01,Shannon airport,Number,195.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Belmullet,Number,171.30,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Birr,Number,130.40,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Valentia Observatory,Number,147.20,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Claremorris,Number,114.50,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Clones,Number,115.80,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Dublin airport,Number,173.10,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Kilkenny,Number,153.30,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Malin head,Number,153.20,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Mullingar,Number,151.80,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Roches Point,Number,169.40,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Rosslare,Number,204.70,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M07,1960-07-01,Shannon airport,Number,143.40,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Belmullet,Number,194.20,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Birr,Number,161.40,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Valentia Observatory,Number,200.70,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Claremorris,Number,144.10,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Clones,Number,128.50,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Dublin airport,Number,175.20,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Kilkenny,Number,183.00,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Malin head,Number,191.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Mullingar,Number,158.30,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Roches Point,Number,190.70,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Rosslare,Number,210.80,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M08,1960-08-01,Shannon airport,Number,182.80,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Belmullet,Number,110.10,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Birr,Number,118.70,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Valentia Observatory,Number,123.90,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Claremorris,Number,89.60,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Clones,Number,100.40,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Dublin airport,Number,119.20,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Kilkenny,Number,130.30,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Malin head,Number,149.60,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Mullingar,Number,113.20,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Roches Point,Number,133.80,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Rosslare,Number,149.60,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M09,1960-09-01,Shannon airport,Number,131.70,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Belmullet,Number,82.00,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Birr,Number,82.20,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Valentia Observatory,Number,101.50,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Claremorris,Number,67.40,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Clones,Number,56.50,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Dublin airport,Number,78.90,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Kilkenny,Number,82.20,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Malin head,Number,54.80,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Mullingar,Number,83.70,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Roches Point,Number,112.60,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Rosslare,Number,101.60,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M10,1960-10-01,Shannon airport,Number,87.40,52.684,-8.925
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Belmullet,Number,48.70,54.226,-9.992
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Birr,Number,69.40,53.095,-7.902
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Valentia Observatory,Number,54.10,51.936,-10.244
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Casement,Number,,53.307,-6.447
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Claremorris,Number,50.30,53.719,-9.006
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Clones,Number,49.90,54.195,-7.234
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Cork airport,Number,,51.841,-8.491
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Dublin airport,Number,78.10,53.421,-6.270
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Galway,Number,,53.270,-9.056
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Kilkenny,Number,72.50,52.651,-7.256
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Malin head,Number,59.50,55.385,-7.378
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Mullingar,Number,65.40,53.525,-7.340
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Roches Point,Number,73.40,51.785,-8.252
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Rosslare,Number,85.50,52.261,-6.331
MTM03C1,Total Sunshine Hours,1960M11,1960-11-01,Shannon airport,Number,61.50,52.684,-8.925
