STATISTIC,Statistic Label,Month,month_date,Meteorological Weather Station,UNIT,VALUE,latitude,longitude
MTM03C2,Most Sunshine Hours in a Day,1962M01,1962-01-01,Rosslare,Number,7.20,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M01,1962-01-01,Shannon airport,Number,5.30,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Belmullet,Number,9.10,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Birr,Number,8.80,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Valentia Observatory,Number,7.70,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Claremorris,Number,9.00,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Clones,Number,8.90,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Cork airport,Number,0.00,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Dublin airport,Number,7.50,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Kilkenny,Number,9.40,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Malin head,Number,9.20,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Mullingar,Number,8.40,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Roches Point,Number,6.70,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Rosslare,Number,9.10,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M02,1962-02-01,Shannon airport,Number,8.60,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Belmullet,Number,10.30,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Birr,Number,10.70,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Valentia Observatory,Number,9.90,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Claremorris,Number,9.70,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Clones,Number,10.90,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Cork airport,Number,0.00,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Dublin airport,Number,10.00,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Kilkenny,Number,11.00,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Malin head,Number,10.00,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Mullingar,Number,9.90,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Roches Point,Number,9.80,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Rosslare,Number,10.70,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M03,1962-03-01,Shannon airport,Number,10.40,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Belmullet,Number,14.00,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Birr,Number,13.60,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Valentia Observatory,Number,13.10,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Claremorris,Number,13.70,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Clones,Number,13.20,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Cork airport,Number,13.80,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Dublin airport,Number,13.80,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Kilkenny,Number,14.00,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Malin head,Number,14.10,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Mullingar,Number,13.90,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Roches Point,Number,13.50,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Rosslare,Number,13.40,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M04,1962-04-01,Shannon airport,Number,13.60,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Belmullet,Number,15.20,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Birr,Number,15.20,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Valentia Observatory,Number,14.90,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Claremorris,Number,14.50,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Clones,Number,13.70,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Cork airport,Number,14.90,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Dublin airport,Number,15.30,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Kilkenny,Number,15.50,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Malin head,Number,14.90,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Mullingar,Number,15.50,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Roches Point,Number,14.70,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Rosslare,Number,14.00,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M05,1962-05-01,Shannon airport,Number,14.80,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Belmullet,Number,14.50,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Birr,Number,15.20,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Valentia Observatory,Number,15.20,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Claremorris,Number,14.70,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Clones,Number,13.30,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Cork airport,Number,15.20,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Dublin airport,Number,15.20,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Kilkenny,Number,14.40,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Malin head,Number,14.70,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Mullingar,Number,14.90,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Roches Point,Number,15.00,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Rosslare,Number,15.20,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M06,1962-06-01,Shannon airport,Number,15.00,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Belmullet,Number,13.60,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Birr,Number,13.30,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Valentia Observatory,Number,15.60,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Claremorris,Number,12.60,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Clones,Number,13.90,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Cork airport,Number,14.00,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Dublin airport,Number,14.40,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Kilkenny,Number,11.90,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Malin head,Number,14.80,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Mullingar,Number,11.80,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Roches Point,Number,12.40,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Rosslare,Number,11.90,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M07,1962-07-01,Shannon airport,Number,14.30,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Belmullet,Number,14.00,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Birr,Number,12.60,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Valentia Observatory,Number,10.90,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Claremorris,Number,12.60,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Clones,Number,12.70,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Cork airport,Number,10.40,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Dublin airport,Number,11.70,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Kilkenny,Number,11.30,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Malin head,Number,13.60,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Mullingar,Number,13.30,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Roches Point,Number,13.10,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Rosslare,Number,12.40,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M08,1962-08-01,Shannon airport,Number,11.60,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Belmullet,Number,8.10,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Birr,Number,9.70,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Valentia Observatory,Number,9.90,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Claremorris,Number,8.30,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Clones,Number,8.40,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Cork airport,Number,9.40,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Dublin airport,Number,9.50,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Kilkenny,Number,10.20,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Malin head,Number,8.90,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Mullingar,Number,10.60,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Roches Point,Number,8.10,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Rosslare,Number,10.20,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M09,1962-09-01,Shannon airport,Number,8.40,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Belmullet,Number,8.60,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Birr,Number,8.60,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Valentia Observatory,Number,8.70,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Claremorris,Number,7.90,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Clones,Number,8.30,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Cork airport,Number,9.00,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Dublin airport,Number,10.10,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Kilkenny,Number,9.80,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Malin head,Number,8.90,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Mullingar,Number,9.20,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Roches Point,Number,9.50,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Rosslare,Number,9.80,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M10,1962-10-01,Shannon airport,Number,9.90,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Belmullet,Number,7.80,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Birr,Number,7.20,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Valentia Observatory,Number,7.10,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Claremorris,Number,6.90,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Clones,Number,6.20,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Cork airport,Number,7.30,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Dublin airport,Number,7.60,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Kilkenny,Number,7.60,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Malin head,Number,4.90,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Mullingar,Number,7.30,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Roches Point,Number,8.10,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Rosslare,Number,7.70,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M11,1962-11-01,Shannon airport,Number,6.90,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Belmullet,Number,6.40,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Birr,Number,6.30,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Valentia Observatory,Number,6.30,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Claremorris,Number,7.00,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Clones,Number,6.10,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Cork airport,Number,6.60,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Dublin airport,Number,6.50,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Kilkenny,Number,6.80,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Malin head,Number,4.20,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Mullingar,Number,6.70,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Roches Point,Number,6.70,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Rosslare,Number,7.00,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1962M12,1962-12-01,Shannon airport,Number,5.70,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Belmullet,Number,7.30,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Birr,Number,7.20,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Valentia Observatory,Number,7.10,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Claremorris,Number,7.80,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Clones,Number,7.00,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Cork airport,Number,6.30,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Dublin airport,Number,6.90,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Kilkenny,Number,7.20,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Malin head,Number,7.00,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Mullingar,Number,7.70,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Roches Point,Number,7.50,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Rosslare,Number,7.30,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1963M01,1963-01-01,Shannon airport,Number,7.00,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Belmullet,Number,8.70,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Birr,Number,8.30,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Valentia Observatory,Number,8.70,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Claremorris,Number,8.60,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Clones,Number,8.10,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Cork airport,Number,9.00,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Dublin airport,Number,8.60,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Kilkenny,Number,7.40,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Malin head,Number,9.20,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Mullingar,Number,8.70,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Roches Point,Number,8.60,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Rosslare,Number,8.30,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1963M02,1963-02-01,Shannon airport,Number,8.60,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Belmullet,Number,10.00,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Birr,Number,10.00,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Valentia Observatory,Number,9.60,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Claremorris,Number,9.70,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Clones,Number,10.50,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Cork airport,Number,11.80,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Dublin airport,Number,10.80,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Kilkenny,Number,10.20,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Malin head,Number,10.80,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Mullingar,Number,11.10,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Roches Point,Number,10.70,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Rosslare,Number,11.50,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1963M03,1963-03-01,Shannon airport,Number,11.20,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Belmullet,Number,11.50,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Birr,Number,12.80,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Valentia Observatory,Number,12.70,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Claremorris,Number,10.80,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Clones,Number,10.00,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Cork airport,Number,13.50,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Dublin airport,Number,12.00,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Kilkenny,Number,11.90,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Malin head,Number,13.30,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Mullingar,Number,11.70,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Roches Point,Number,13.20,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Rosslare,Number,11.10,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1963M04,1963-04-01,Shannon airport,Number,12.60,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Belmullet,Number,14.40,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Birr,Number,14.50,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Valentia Observatory,Number,13.00,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Claremorris,Number,13.10,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Clones,Number,13.20,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Cork airport,Number,12.60,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Dublin airport,Number,14.30,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Galway,Number,,53.270,-9.056
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Kilkenny,Number,14.00,52.651,-7.256
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Malin head,Number,15.10,55.385,-7.378
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Mullingar,Number,13.40,53.525,-7.340
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Roches Point,Number,13.40,51.785,-8.252
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Rosslare,Number,14.60,52.261,-6.331
MTM03C2,Most Sunshine Hours in a Day,1963M05,1963-05-01,Shannon airport,Number,13.60,52.684,-8.925
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Belmullet,Number,15.60,54.226,-9.992
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Birr,Number,15.10,53.095,-7.902
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Valentia Observatory,Number,13.70,51.936,-10.244
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Casement,Number,,53.307,-6.447
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Claremorris,Number,15.00,53.719,-9.006
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Clones,Number,15.10,54.195,-7.234
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Cork airport,Number,15.10,51.841,-8.491
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Dublin airport,Number,14.60,53.421,-6.270
MTM03C2,Most Sunshine Hours in a Day,1963M06,1963-06-01,Galway,Number,,53.270,-9.056
